date_mesure;code_bss;urn_bss;timestamp_mesure;niveau_nappe_eau;mode_obtention;statut;qualification;code_continuite;nom_continuite;code_producteur;nom_producteur;code_nature_mesure;nom_nature_mesure;profondeur_nappe
2021-08-25;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1629867600000;72.66;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.49
2021-08-24;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1629792000000;72.67;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.48
2021-08-23;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1629687600000;72.7;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.45
2021-08-22;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1629594000000;72.73;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.42
2021-08-21;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1629504000000;72.75;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.4
2021-08-20;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1629417600000;72.77;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.38
2021-08-19;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1629352800000;72.78;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.37
2021-08-18;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1629262800000;72.79;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.36
2021-08-17;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1629172800000;72.8;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.35
2021-08-16;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1629072000000;72.82;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.33
2021-08-15;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1629036000000;72.83;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.32
2021-08-14;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1628917200000;72.83;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.32
2021-08-13;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1628812800000;72.85;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.3
2021-08-12;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1628787600000;72.85;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.3
2021-08-11;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1628665200000;72.85;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.3
2021-08-10;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1628632800000;72.85;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.3
2021-08-09;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1628481600000;72.83;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.32
2021-08-08;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1628398800000;72.83;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.32
2021-08-07;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1628352000000;72.84;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.31
2021-08-06;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1628290800000;72.84;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.31
2021-08-05;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1628200800000;72.84;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.31
2021-08-04;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1628085600000;72.83;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.32
2021-08-03;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1628031600000;72.82;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.33
2021-08-02;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1627862400000;72.82;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.33
2021-08-01;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1627801200000;72.83;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.32
2021-07-31;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1627689600000;72.84;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.31
2021-07-30;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1627646400000;72.85;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.3
2021-07-29;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1627542000000;72.85;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.3
2021-07-28;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1627434000000;72.87;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.28
2021-07-27;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1627369200000;72.87;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.28
2021-07-26;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1627257600000;72.89;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.26
2021-07-25;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1627174800000;72.91;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.24
2021-07-24;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1627088400000;72.93;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.22
2021-07-23;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1627074000000;72.93;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.22
2021-07-22;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1626962400000;72.93;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.22
2021-07-21;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1626829200000;72.94;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.21
2021-07-20;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1626746400000;72.95;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.2
2021-07-19;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1626732000000;72.95;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.2
2021-07-18;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1626645600000;72.95;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.2
2021-07-17;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1626480000000;72.96;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.19
2021-07-16;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1626393600000;72.97;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.18
2021-07-15;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1626336000000;72.98;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.17
2021-07-14;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1626278400000;72.98;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.17
2021-07-13;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1626134400000;73.0;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.15
2021-07-12;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1626094800000;73.0;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.15
2021-07-11;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1626040800000;73.0;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.15
2021-07-10;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1625900400000;72.99;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.16
2021-07-09;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1625806800000;72.99;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.16
2021-07-08;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1625745600000;73.0;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.15
2021-07-07;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1625626800000;73.02;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.13
2021-07-06;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1625547600000;73.04;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.11
2021-07-05;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1625526000000;73.04;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.11
2021-07-04;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1625382000000;73.04;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.11
2021-07-03;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1625288400000;73.04;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.11
2021-07-02;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1625194800000;73.05;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.1
2021-07-01;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1625115600000;73.06;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.09
2021-06-30;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1625040000000;73.07;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.08
2021-06-29;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1624928400000;73.1;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.05
2021-06-28;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1624838400000;73.13;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.02
2021-06-27;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1624752000000;73.15;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.0
2021-06-26;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1624683600000;73.19;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;28.96
2021-06-25;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1624582800000;73.25;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;28.9
2021-06-24;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1624503600000;73.29;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;28.86
2021-06-23;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1624489200000;73.28;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;28.87
2021-06-22;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1624402800000;72.96;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.19
2021-06-21;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1624255200000;72.8;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.35
2021-06-20;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1624230000000;72.8;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.35
2021-06-19;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1624107600000;72.79;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.36
2021-06-18;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1624028400000;72.79;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.36
2021-06-17;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1623902400000;72.78;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.37
2021-06-16;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1623880800000;72.77;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.38
2021-06-15;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1623798000000;72.76;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.39
2021-06-14;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1623697200000;72.76;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.39
2021-06-13;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1623564000000;72.75;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.4
2021-06-12;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1623517200000;72.76;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.39
2021-06-11;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1623441600000;72.76;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.39
2021-06-10;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1623362400000;72.76;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.39
2021-06-09;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1623200400000;72.76;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.39
2021-06-08;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1623164400000;72.76;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.39
2021-06-07;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1623106800000;72.76;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.39
2021-06-06;00487X0015/S1;http://services.ades.eaufrance.fr/pointeau/00487X0015/S1;1622966400000;72.75;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;29.4
