date_mesure;code_bss;urn_bss;timestamp_mesure;niveau_nappe_eau;mode_obtention;statut;qualification;code_continuite;nom_continuite;code_producteur;nom_producteur;code_nature_mesure;nom_nature_mesure;profondeur_nappe
2021-08-30;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1630299600000;65.67;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;12.41
2021-08-29;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1630209600000;65.69;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;12.39
2021-08-28;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1630116000000;65.71;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;12.37
2021-08-27;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1630022400000;65.73;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;12.35
2021-08-26;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1629936000000;65.75;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;12.33
2021-08-25;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1629853200000;65.77;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;12.31
2021-08-24;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1629766800000;65.78;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;12.3
2021-08-23;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1629694800000;65.8;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;12.28
2021-08-22;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1629590400000;65.83;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;12.25
2021-08-21;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1629525600000;65.84;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;12.24
2021-08-20;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1629435600000;65.86;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;12.22
2021-08-19;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1629331200000;65.88;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;12.2
2021-08-18;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1629244800000;65.9;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;12.18
2021-08-17;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1629158400000;65.92;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;12.16
2021-08-16;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1629093600000;65.94;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;12.14
2021-08-15;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1628985600000;65.96;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;12.12
2021-08-14;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1628899200000;65.98;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;12.1
2021-08-13;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1628841600000;66.0;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;12.08
2021-08-12;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1628758800000;66.02;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;12.06
2021-08-11;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1628654400000;66.05;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;12.03
2021-08-10;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1628575200000;66.06;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;12.02
2021-08-09;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1628481600000;66.08;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;12.0
2021-08-08;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1628380800000;66.11;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.97
2021-08-07;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1628308800000;66.13;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.95
2021-08-06;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1628208000000;66.15;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.93
2021-08-05;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1628136000000;66.17;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.91
2021-08-04;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1628035200000;66.19;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.89
2021-08-03;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1627970400000;66.21;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.87
2021-08-02;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1627862400000;66.24;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.84
2021-08-01;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1627779600000;66.25;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.83
2021-07-31;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1627693200000;66.28;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.8
2021-07-30;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1627606800000;66.3;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.78
2021-07-29;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1627538400000;66.32;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.76
2021-07-28;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1627466400000;66.34;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.74
2021-07-27;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1627351200000;66.36;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.72
2021-07-26;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1627315200000;66.37;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.71
2021-07-25;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1627192800000;66.39;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.69
2021-07-24;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1627095600000;66.43;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.65
2021-07-23;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1627012800000;66.46;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.62
2021-07-22;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1626937200000;66.5;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.58
2021-07-21;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1626836400000;66.56;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.52
2021-07-20;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1626742800000;66.59;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.49
2021-07-19;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1626656400000;66.63;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.45
2021-07-18;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1626584400000;66.65;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.43
2021-07-17;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1626487200000;66.68;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.4
2021-07-16;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1626393600000;66.72;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.36
2021-07-15;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1626307200000;66.75;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.33
2021-07-14;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1626220800000;66.78;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.3
2021-07-13;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1626145200000;66.8;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.28
2021-07-12;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1626048000000;66.84;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.24
2021-07-11;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1625961600000;66.87;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.21
2021-07-10;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1625878800000;66.9;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.18
2021-07-09;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1625788800000;66.93;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.15
2021-07-08;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1625709600000;66.96;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.12
2021-07-07;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1625619600000;66.99;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.09
2021-07-06;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1625536800000;67.03;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.05
2021-07-05;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1625475600000;67.05;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.03
2021-07-04;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1625364000000;67.06;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;11.02
2021-07-03;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1625281200000;67.09;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;10.99
2021-07-02;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1625184000000;67.13;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;10.95
2021-07-01;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1625101200000;67.16;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;10.92
2021-06-30;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1625011200000;67.19;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;10.89
2021-06-29;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1624924800000;67.22;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;10.86
2021-06-28;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1624852800000;67.25;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;10.83
2021-06-27;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1624752000000;67.28;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;10.8
2021-06-26;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1624665600000;67.31;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;10.77
2021-06-25;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1624593600000;67.34;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;10.74
2021-06-24;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1624492800000;67.37;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;10.71
2021-06-23;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1624410000000;67.41;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;10.67
2021-06-22;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1624327200000;67.44;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;10.64
2021-06-21;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1624248000000;67.47;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;10.61
2021-06-20;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1624165200000;67.5;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;10.58
2021-06-19;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1624060800000;67.53;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;10.55
2021-06-18;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1623974400000;67.56;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;10.52
2021-06-17;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1623906000000;67.59;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;10.49
2021-06-16;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1623812400000;67.63;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;10.45
2021-06-15;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1623726000000;67.66;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;10.42
2021-06-14;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1623632400000;67.7;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;10.38
2021-06-13;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1623567600000;67.72;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;10.36
2021-06-12;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1623459600000;67.77;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;10.31
2021-06-11;00471X0095/PZ2013;http://services.ades.eaufrance.fr/pointeau/00471X0095/PZ2013;1623373200000;67.8;Valeur mesurée;Donnée contrôlée niveau 1;Correcte;2;Point lié au point précédent;265;Service Géologique Régional Nord - Pas de Calais (265);;;10.28
